iter	Logloss
300	0.3807810202
301	0.380743536
302	0.3805390037
303	0.3803887634
304	0.3803340657
305	0.3802143406
306	0.3801047185
307	0.3800961863
308	0.3799360784
309	0.3799337852
310	0.3798202785
311	0.379671861
312	0.3795532327
313	0.3793286582
314	0.3789474812
315	0.378939921
316	0.3789325019
317	0.3788959154
318	0.3785993431
319	0.3785645333
320	0.3784378127
321	0.3782690472
322	0.3781768336
323	0.3780317152
324	0.3780161501
325	0.3780008643
326	0.3779139642
327	0.3779062387
328	0.3777639931
329	0.3777008891
330	0.3775508568
331	0.3773654427
332	0.3771394067
333	0.3770539209
334	0.376960232
335	0.3767745769
336	0.3766586956
337	0.3766573567
338	0.376447911
339	0.3763820975
340	0.3762746371
341	0.3762122975
342	0.376191826
343	0.3761864998
344	0.3761173664
345	0.3760528613
346	0.3759471673
347	0.3757591718
348	0.375686321
349	0.3755945171
350	0.3754672009
351	0.3753930526
352	0.3753735579
353	0.3753725694
354	0.3752912882
355	0.3752901568
356	0.3751677966
357	0.3748850018
358	0.3747884859
359	0.3745303576
360	0.3744730112
361	0.3743447322
362	0.3741439034
363	0.3741130102
364	0.3738420454
365	0.373715608
366	0.373581875
367	0.3734851891
368	0.3734607236
369	0.3734545468
370	0.3733636299
371	0.3733315992
372	0.3732410104
373	0.3731037747
374	0.3729862973
375	0.3728953218
376	0.3725768891
377	0.3724638382
378	0.3724341101
379	0.3723646687
380	0.3723195484
381	0.3723149323
382	0.3721028505
383	0.3720883277
384	0.3720585526
385	0.3719263129
386	0.3719239676
387	0.3716964208
388	0.3716278585
389	0.3716064894
390	0.3714170932
391	0.371327155
392	0.3712498859
393	0.3709844225
394	0.3709840048
395	0.3708950123
396	0.3708269623
397	0.3705546398
398	0.3704926307
399	0.3704922548
400	0.3704819905
401	0.3704341542
402	0.3703578833
403	0.3703280926
404	0.3703276004
405	0.370044923
406	0.3700052468
407	0.3699577626
408	0.3699531135
409	0.3699268958
410	0.3697674961
411	0.3696554172
412	0.369502492
413	0.3693857615
414	0.3693330057
415	0.3693324206
416	0.3693079254
417	0.3692269911
418	0.3691127083
419	0.368979346
420	0.3687004775
421	0.3686305121
422	0.3685299428
423	0.3685296508
424	0.3685260246
425	0.3684067058
426	0.3682313663
427	0.3682190454
428	0.3681503649
429	0.3679228796
430	0.3675378302
431	0.3674861193
432	0.3673879501
433	0.367291296
434	0.3669077027
435	0.3668696199
436	0.366760307
437	0.3665929941
438	0.3664043522
439	0.3663930309
440	0.3663339907
441	0.3659898141
442	0.3658481488
443	0.3657573861
444	0.3656636829
445	0.365602878
446	0.365600941
447	0.3656008168
448	0.3655676601
449	0.3655675408
450	0.3654787273
451	0.3652302769
452	0.365190792
453	0.365128492
454	0.365041425
455	0.3649594538
456	0.364912809
457	0.3648212106
458	0.3646541578
459	0.364454339
460	0.3642011661
461	0.3641935466
462	0.3640492093
463	0.3638451932
464	0.3638451144
465	0.3638432791
466	0.3637380213
467	0.3635105585
468	0.3634959655
469	0.3634207396
470	0.3632283796
471	0.3630605324
472	0.3629400606
473	0.3628957821
474	0.3627522454
475	0.362737177
476	0.3625103225
477	0.3624896179
478	0.3623587421
479	0.3622284752
480	0.362035688
481	0.3620113489
482	0.3619163002
483	0.3617687887
484	0.361753324
485	0.3616986764
486	0.3616680477
487	0.3616659972
488	0.3614082026
489	0.3614000037
490	0.3613542769
491	0.3613110137
492	0.3612061205
493	0.3610118487
494	0.3607675515
495	0.3607384854
496	0.3606101733
497	0.3605940924
498	0.3605083988
499	0.3604816072
500	0.3604623262
501	0.3602958546
502	0.3602958512
503	0.3601725981
504	0.3601725093
505	0.3601692711
506	0.3600201223
507	0.3598559991
508	0.35960675
509	0.3595606353
510	0.3595065416
511	0.3594140469
512	0.3592751457
513	0.3590199689
514	0.3590078778
515	0.3589197806
516	0.3587943997
517	0.3587290601
518	0.3586412981
519	0.3585818209
520	0.3583882852
521	0.3583755913
522	0.3583680499
523	0.3583680488
524	0.3583081046
525	0.3581316558
526	0.3580457859
527	0.35803401
528	0.3580092299
529	0.3578988635
530	0.3578773819
531	0.3578551544
532	0.3577908941
533	0.3577377416
534	0.3576461722
535	0.357516162
536	0.3574449755
537	0.3572649993
538	0.3570982778
539	0.3570121135
540	0.3568143392
541	0.356759691
542	0.3567180601
543	0.3567050997
544	0.3566812333
545	0.356554427
546	0.3563515115
547	0.3563396168
548	0.3562900827
549	0.3562900823
550	0.3562187276
551	0.3560961938
552	0.3560396409
553	0.3560137654
554	0.3559626372
555	0.3558470628
556	0.3558355156
557	0.3557075269
558	0.3557073982
559	0.3556560524
560	0.3555778319
561	0.3554981908
562	0.3554244403
563	0.3552692793
564	0.3550744541
565	0.3549931712
566	0.354790139
567	0.3545580658
568	0.3545464011
569	0.354514041
570	0.3543338825
571	0.3541439616
572	0.3540120594
573	0.3539980686
574	0.3537457011
575	0.3534207217
576	0.3534096448
577	0.3533976526
578	0.353334458
579	0.353285064
580	0.3532758114
581	0.3532648454
582	0.3531383888
583	0.3531232763
584	0.3531117379
585	0.353042503
586	0.3530286168
587	0.3529669078
588	0.3529669077
589	0.3528517086
590	0.3526515866
591	0.3526082927
592	0.3526082923
593	0.3525802156
594	0.3525389576
595	0.352534941
596	0.3524001041
597	0.35238593
598	0.3523245931
599	0.3523138053
600	0.3521934832
601	0.3521664963
602	0.3520895548
603	0.351990511
604	0.3517172622
605	0.3516292329
606	0.3515581976
607	0.3514506674
608	0.3513682113
609	0.3512677434
610	0.3512333801
611	0.3511588668
612	0.3511322554
613	0.3510852723
614	0.3510794933
615	0.3510620711
616	0.3508953613
617	0.3508888976
618	0.3508285759
619	0.350810226
620	0.3507884423
621	0.3506261805
622	0.3503698463
623	0.3503592587
624	0.3502036906
625	0.350203591
626	0.3502009874
627	0.3501692459
628	0.3501553343
629	0.3500823001
630	0.3499830437
631	0.3499609861
632	0.349766306
633	0.349432441
634	0.349415367
635	0.3493926969
636	0.3492836134
637	0.3492810048
638	0.3492492096
639	0.349181475
640	0.3490377235
641	0.3490277738
642	0.3488789215
643	0.3488156022
644	0.3487925775
645	0.3487752207
646	0.3486736277
647	0.348379596
648	0.3482156054
649	0.3482127325
650	0.34819835
651	0.3481591143
652	0.3480681368
653	0.3479145262
654	0.3478456083
655	0.3477418707
656	0.3476052024
657	0.347424702
658	0.347356169
659	0.3472496449
660	0.3471507955
661	0.34703093
662	0.3470143949
663	0.3470056668
664	0.3468913609
665	0.3467501064
666	0.3467164428
667	0.3466170842
668	0.3464165348
669	0.3463042004
670	0.3462108258
671	0.3461067969
672	0.3458630631
673	0.3457962213
674	0.3457086949
675	0.3456311999
676	0.345555902
677	0.3455523216
678	0.3455427936
679	0.3454744202
680	0.3454005358
681	0.345355108
682	0.3452599462
683	0.3451644958
684	0.3451612348
685	0.3449062229
686	0.3448072937
687	0.3448014135
688	0.3448014135
689	0.3447139986
690	0.3447046558
691	0.3446783914
692	0.3445597229
693	0.3445597203
694	0.3444579695
695	0.344438278
696	0.3444166621
697	0.3442332673
698	0.3441977238
699	0.3440042466
700	0.3438339262
701	0.343769367
702	0.3436261954
703	0.3436171222
704	0.3435432644
705	0.3434664625
706	0.3434527535
707	0.3433092018
708	0.3432932903
709	0.34328923
710	0.3431572892
711	0.3431538879
712	0.3428542207
713	0.3428095081
714	0.3427152778
715	0.3425779884
716	0.342501366
717	0.3424024669
718	0.3422732679
719	0.3422553303
720	0.3422459503
721	0.3421580439
722	0.3419596598
723	0.3418185148
724	0.3418009986
725	0.341712939
726	0.3416874167
727	0.3416262302
728	0.3414931778
729	0.3411056303
730	0.3410643357
731	0.3410312101
732	0.3410212729
733	0.3408590527
734	0.3407368952
735	0.3405960325
736	0.3404678046
737	0.340415993
738	0.3404013606
739	0.3403241491
740	0.3401610406
741	0.3400541257
742	0.3399547992
743	0.3399459924
744	0.3397451029
745	0.3395825499
746	0.3393914311
747	0.3393132923
748	0.3392643323
749	0.3389941837
750	0.3389716264
751	0.3389593051
752	0.3387505573
753	0.3386295574
754	0.3385037489
755	0.3384688482
756	0.338308589
757	0.3383082763
758	0.3382901557
759	0.3382083244
760	0.338188377
761	0.337832243
762	0.3377883306
763	0.3377541726
764	0.3376042098
765	0.3375849548
766	0.3374590964
767	0.3372117506
768	0.3372036177
769	0.3371136066
770	0.3369354359
771	0.3369185217
772	0.3369050507
773	0.3368726904
774	0.3367056175
775	0.3366694798
776	0.3365629502
777	0.3365257084
778	0.3365128461
779	0.3364785214
780	0.3364706386
781	0.3363549664
782	0.3362522994
783	0.3360783382
784	0.336065695
785	0.3359770535
786	0.3359503986
787	0.3358868697
788	0.3357959775
789	0.3356955357
790	0.3356076586
791	0.3355649791
792	0.3354704249
793	0.3352865951
794	0.3352631025
795	0.3352030585
796	0.3351954477
797	0.335027031
798	0.335008423
799	0.3349686791
800	0.3349612843
801	0.3348880054
802	0.334875913
803	0.3346301851
804	0.3344428259
805	0.33438171
806	0.3342989657
807	0.3342689421
808	0.3341395841
809	0.3341289879
810	0.3340525515
811	0.3339731533
812	0.3338400333
813	0.3337657239
814	0.3336734882
815	0.3336306318
816	0.3333945407
817	0.3332709287
818	0.3332268599
819	0.3332226273
820	0.3331508983
821	0.3330919762
822	0.333083626
823	0.3328224274
824	0.3328197835
825	0.3327572098
826	0.3326940156
827	0.3325671767
828	0.3324456321
829	0.3322688647
830	0.3321189907
831	0.3319967245
832	0.3318586419
833	0.3318545508
834	0.3318389143
835	0.3317628567
836	0.3316653752
837	0.3315408287
838	0.3314525711
839	0.3313549728
840	0.3313377644
841	0.3312798571
842	0.3311941837
843	0.3309477367
844	0.3307941082
845	0.3307637632
846	0.3307564043
847	0.3306306643
848	0.3306241675
849	0.3306096973
850	0.3305910145
851	0.3303992673
852	0.3303929961
853	0.3302283253
854	0.3301539703
855	0.3301072054
856	0.3300012667
857	0.3296565738
858	0.3294366095
859	0.3293860355
860	0.3293483323
861	0.3292612116
862	0.3291616053
863	0.3291594393
864	0.3291293421
865	0.3289979342
866	0.3289781182
867	0.3288500926
868	0.3288083611
869	0.3287039977
870	0.3286876096
871	0.3285023448
872	0.3283826414
873	0.3283696826
874	0.3283238855
875	0.3282049643
876	0.3279846475
877	0.3278324035
878	0.3276663103
879	0.3275087134
880	0.3272902156
881	0.3270108304
882	0.3269098791
883	0.3268425071
884	0.3268294115
885	0.3268153818
886	0.32679854
887	0.32661313
888	0.3264286035
889	0.326259978
890	0.3261650044
891	0.3261143855
892	0.3260625642
893	0.3260200195
894	0.3258548776
895	0.3256592111
896	0.3256375204
897	0.3255631978
898	0.3255478152
899	0.3254381713
900	0.3253504578
901	0.325338969
902	0.3250373645
903	0.3249826713
904	0.3247301789
905	0.3246912741
906	0.3244425761
907	0.324437466
908	0.3244243473
909	0.3244019092
910	0.3243727364
911	0.324025458
912	0.3239174069
913	0.3238853324
914	0.323820268
915	0.3238153371
916	0.3237453408
917	0.3236439238
918	0.323557144
919	0.323499492
920	0.323377965
921	0.3233405379
922	0.3233257983
923	0.3233037036
924	0.3231870692
925	0.3229322457
926	0.3229276661
927	0.3228735662
928	0.3227698684
929	0.322551018
930	0.3224582057
931	0.3224537068
932	0.3223789279
933	0.3221383206
934	0.3219377196
935	0.3218399929
936	0.3217708736
937	0.3217370314
938	0.3216431121
939	0.3215259257
940	0.321338855
941	0.3210304474
942	0.3208686828
943	0.3208066811
944	0.3206825437
945	0.3204910522
946	0.3204643932
947	0.3204601631
948	0.3203608506
949	0.3203360297
950	0.3203149303
951	0.3200881308
952	0.3200275897
953	0.3199437741
954	0.3197425474
955	0.3196280669
956	0.31934853
957	0.3193170336
958	0.3192428291
959	0.3191548152
960	0.3188584231
961	0.3187603483
962	0.3186967729
963	0.3186690258
964	0.3185823566
965	0.318524263
966	0.3184624907
967	0.3181429701
968	0.317812568
969	0.3175465673
970	0.3175378569
971	0.3174647705
972	0.3174078588
973	0.317263138
974	0.3171795569
975	0.3171759624
976	0.3171713192
977	0.3171042584
978	0.3171005102
979	0.3170807652
980	0.3170680401
981	0.3169359787
982	0.316844878
983	0.3165283764
984	0.3165210248
985	0.3163808985
986	0.3162202064
987	0.3160384821
988	0.3159466778
989	0.3158623142
990	0.3158134894
991	0.3157843861
992	0.315701614
993	0.3155299236
994	0.315459994
995	0.3151866501
996	0.3150932696
997	0.3150085034
998	0.3149502746
999	0.3148730986
